timestamp,event,state,ap_state,nav_state,action_ms,e2e_ms,passive,ai_gate_mode,arming_state,no_px4
1787427070.8945901,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.576,,0,gate,1,0
1787427071.7703867,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.982,,0,gate,1,0
1787427076.5194035,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.538,,0,gate,1,0
1787427077.3948183,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.687,,0,gate,1,0
1787427081.8949249,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.571,,0,gate,1,0
1787427082.7694795,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.668,,0,gate,1,0
1787427083.6443255,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.561,,0,gate,1,0
1787427087.5196462,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.584,,0,gate,1,0
1787427088.3944023,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.687,,0,gate,1,0
1787427090.0196633,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.651,,0,gate,1,0
1787427092.8949587,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.603,,0,gate,1,0
1787427093.7694056,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.626,,0,gate,1,0
1787427094.645094,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,1.07,,0,gate,1,0
1787427095.394353,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.627,,0,gate,1,0
1787427096.26971,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.708,,0,gate,1,0
1787427100.1445923,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.703,,0,gate,1,0
1787427101.0193403,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.591,,0,gate,1,0
1787427101.8951821,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.709,,0,gate,1,0
1787427106.3949738,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.51,,0,gate,1,0
1787427107.2697208,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.679,,0,gate,1,0
1787427108.1444767,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.575,,0,gate,1,0
1787427112.019501,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.579,,0,gate,1,0
1787427112.8950715,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.711,,0,gate,1,0
1787427117.394837,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.607,,0,gate,1,0
1787427118.2697089,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.688,,0,gate,1,0
1787427119.1443284,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.593,,0,gate,1,0
1787427119.895052,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.714,,0,gate,1,0
1787427181.7710931,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.84,,0,gate,1,0
1787427271.7711046,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.818,,0,gate,1,0
1787427376.7712626,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,1.039,,0,gate,1,0
1787427451.771082,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.769,,0,gate,1,0
1787427481.7713296,ALERT_TRIGGER,TRACKING,ALERT,14,0.879,,0,gate,1,0
1787427481.7841597,OFFBOARD_MODE_CMD,TRACKING,ALERT,14,0.879,15.463,0,gate,1,0
1787427481.7850566,ARM_CMD,TRACKING,ALERT,14,0.879,16.78,0,gate,1,0
1787427496.7715433,ALERT_CLEARED,LANDING,NOMINAL,14,0.973,,0,gate,2,0
1787427496.7728765,LAND_CMD,LANDING,NOMINAL,14,0.973,4.152,0,gate,2,0
1787427499.567512,LANDED_CONFIRMED,HOLD,NOMINAL,12,0.973,,0,gate,2,0
1787427499.5688298,DISARM_CMD,HOLD,NOMINAL,12,0.973,2800.154,0,gate,2,0
1787427505.5836582,HOLD_TIMEOUT,IDLE,NOMINAL,14,0.973,,0,gate,1,0
1787427556.771575,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,14,0.963,,0,gate,1,0
1787427586.771884,ALERT_TRIGGER,TRACKING,ALERT,14,1.208,,0,gate,1,0
1787427586.78411,OFFBOARD_MODE_CMD,TRACKING,ALERT,14,1.208,15.601,0,gate,1,0
1787427586.7850196,ARM_CMD,TRACKING,ALERT,14,1.208,16.865,0,gate,1,0
1787427601.7717624,ALERT_CLEARED,LANDING,NOMINAL,14,1.163,,0,gate,2,0
1787427601.7731674,LAND_CMD,LANDING,NOMINAL,14,1.163,4.499,0,gate,2,0
1787427604.5687168,LANDED_CONFIRMED,HOLD,NOMINAL,12,1.163,,0,gate,2,0
1787427604.5703564,DISARM_CMD,HOLD,NOMINAL,12,1.163,2801.514,0,gate,2,0
1787427610.5840304,HOLD_TIMEOUT,IDLE,NOMINAL,14,1.163,,0,gate,1,0
